call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,churn,avg_usage_per_month,monthly_call_frequency,monthly_sms_frequency,has_complaint,has_call_failures,activity_score,customer_value_group
0,0,35,0,1478,25,25,8,4,1,1,45,100.075,0,42.22857142857143,0.7142857142857143,0.7142857142857143,0,0,58,Low
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,0,206.09375,3.03125,1.21875,0,0,160,Medium
0,0,35,0,438,7,34,6,4,1,2,45,96.125,1,12.514285714285714,0.2,0.9714285714285714,0,0,47,Low
0,0,35,1,148,4,29,4,5,1,1,55,45.78,0,4.228571428571429,0.11428571428571428,0.8285714285714286,0,0,37,Low
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,0,529.5,7.933333333333334,0.8333333333333334,0,1,345,Very High
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0,205.3030303030303,3.515151515151515,8.969696969696969,0,1,447,Very High
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0,100.8,2.342857142857143,0.7714285714285715,0,0,139,High
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,0,43.38235294117647,1.2941176470588236,1.8529411764705883,0,0,129,High
1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,0,74.0,1.5142857142857142,5.714285714285714,0,1,278,Very High
0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,0,43.26923076923077,1.3846153846153846,8.384615384615385,0,0,267,Very High
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,0,55.12,1.56,2.2,0,0,164,Medium
6,0,26,0,510,25,35,9,3,1,2,30,161.4,0,19.615384615384617,0.9615384615384616,1.3461538461538463,0,1,69,Medium
0,0,25,0,635,10,46,5,4,1,2,45,131.125,0,25.4,0.4,1.84,0,0,61,Medium
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,0,43.125,1.3333333333333333,1.8333333333333333,0,1,91,High
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0,126.45833333333333,2.5416666666666665,1.375,0,0,119,High
0,0,17,0,1505,26,53,16,2,1,1,25,307.395,0,88.52941176470588,1.5294117647058822,3.1176470588235294,0,0,95,High
11,0,16,1,6203,141,110,44,2,2,1,25,780.48,0,387.6875,8.8125,6.875,0,1,295,High
7,0,14,0,8743,171,98,42,5,1,1,55,280.71,0,624.5,12.214285714285714,7.0,0,1,311,High
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,0,177.53333333333333,3.0,3.7333333333333334,0,1,122,High
0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,0,525.0,5.0,30.0,0,0,292,Very High
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,1,162.25,2.375,3.125,1,0,53,Medium
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0,112.85714285714286,1.6857142857142857,0.0,0,1,70,Medium
5,0,34,0,2033,48,320,18,2,1,1,25,1533.645,0,59.794117647058826,1.411764705882353,9.411764705882353,0,1,386,Very High
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0,107.94285714285714,1.542857142857143,0.0,0,1,83,Medium
0,0,35,0,1973,46,0,27,1,1,1,15,111.045,0,56.371428571428574,1.3142857142857143,0.0,0,0,73,Low
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0,95.85714285714286,2.0,0.0,0,1,92,Medium
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,0,55.42857142857143,0.7714285714285715,7.0285714285714285,0,0,285,Very High
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,0,255.73529411764707,3.2058823529411766,3.088235294117647,0,1,251,High
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,0,381.51428571428573,4.485714285714286,0.0,0,1,195,High
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0,117.0,2.0285714285714285,0.0,0,1,90,Medium
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,0,157.0857142857143,2.3714285714285714,0.0,0,1,89,High
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,0,51.94285714285714,1.2,0.0,0,1,53,Low
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,0,420.57142857142856,6.085714285714285,0.42857142857142855,0,1,254,High
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,0,76.42857142857143,0.42857142857142855,12.685714285714285,0,0,461,Very High
4,0,34,0,15065,170,111,24,2,1,1,25,1185.075,0,443.0882352941176,5.0,3.264705882352941,0,1,305,Very High
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0,178.8235294117647,2.176470588235294,4.323529411764706,0,0,241,Very High
0,0,34,0,455,2,0,5,2,1,2,25,20.565,0,13.382352941176471,0.058823529411764705,0.0,0,0,7,Low
0,0,35,0,290,2,0,2,2,1,2,25,13.14,0,8.285714285714286,0.05714285714285714,0.0,0,0,4,Low
0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,0,208.47058823529412,3.3823529411764706,10.147058823529411,0,0,497,Very High
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,0,324.8529411764706,4.176470588235294,0.0,0,1,183,High
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,0,185.23529411764707,1.8529411764705883,2.0294117647058822,0,1,163,High
18,0,30,0,535,35,0,11,2,1,2,25,25.65,1,17.833333333333332,1.1666666666666667,0.0,0,1,46,Low
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,0,303.4848484848485,2.4545454545454546,0.0,0,1,117,High
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,1,163.57575757575756,2.606060606060606,0.0,0,1,104,High
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,0,78.06451612903226,0.3225806451612903,0.0,0,0,18,Low
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,1,80.3125,0.90625,0.0,1,1,39,Low
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,1,56.0,0.9696969696969697,0.0,0,1,57,Low
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,0,37.81818181818182,0.3939393939393939,0.0,0,0,16,Low
0,0,30,0,6365,85,0,16,4,1,1,45,161.25,0,212.16666666666666,2.8333333333333335,0.0,0,0,101,Medium
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0,0.0,0.0,0.0,0,0,0,Low
20,0,28,1,15655,226,0,74,2,1,1,25,714.645,0,559.1071428571429,8.071428571428571,0.0,0,1,300,High
1,0,31,1,6545,104,232,27,2,2,1,25,1343.205,0,211.1290322580645,3.3548387096774195,7.483870967741935,0,1,363,Very High
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0,99.93939393939394,2.121212121212121,0.0,0,0,92,Medium
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,0,38.90625,1.0,0.0,0,0,46,Low
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,0,71.51515151515152,1.2424242424242424,4.121212121212121,0,1,194,High
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0,37.291666666666664,1.0,6.416666666666667,0,0,183,High
0,0,23,0,1148,27,0,62,4,1,1,45,29.375,0,49.91304347826087,1.173913043478261,0.0,0,0,89,Low
6,0,24,0,280,13,0,1,2,1,2,25,13.185,0,11.666666666666666,0.5416666666666666,0.0,0,1,14,Low
0,0,23,0,0,0,0,0,4,1,2,45,0.0,0,0.0,0.0,0.0,0,0,0,Low
5,0,22,0,805,20,0,7,1,1,1,15,45.375,0,36.59090909090909,0.9090909090909091,0.0,0,1,27,Low
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,0,127.5,2.227272727272727,0.0,0,0,66,Low
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,0,85.0,0.9333333333333333,0.0,0,0,22,Low
11,0,14,0,5973,129,46,36,1,2,1,15,588.61,0,426.64285714285717,9.214285714285714,3.2857142857142856,0,1,211,High
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,0,709.4166666666666,13.25,2.8333333333333335,0,1,227,High
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,0,187.15384615384616,2.5384615384615383,0.0,0,1,46,Low
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,0,661.6666666666666,4.666666666666667,29.333333333333332,0,0,208,Very High
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,1,178.0,1.1666666666666667,0.0,1,0,8,Low
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0,118.19444444444444,1.8333333333333333,0.19444444444444445,0,1,91,Medium
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0,0.0,0.0,0.24324324324324326,0,0,9,Low
7,0,35,0,2338,55,361,25,2,1,1,25,1732.185,0,66.8,1.5714285714285714,10.314285714285715,0,1,441,Very High
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,0,113.41666666666667,1.6944444444444444,0.08333333333333333,0,1,100,High
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,0,63.27777777777778,1.4722222222222223,0.1111111111111111,0,0,91,Medium
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0,101.66666666666667,2.138888888888889,0.9444444444444444,0,1,140,High
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,0,62.361111111111114,0.9444444444444444,7.972222222222222,0,1,340,Very High
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,0,257.14285714285717,3.3142857142857145,4.171428571428572,0,1,306,Very High
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,0,379.3888888888889,4.555555555555555,0.05555555555555555,0,1,211,High
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0,122.22222222222223,2.1666666666666665,0.1111111111111111,0,1,108,Medium
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,0,161.19444444444446,2.5,0.25,0,1,112,High
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0,58.97222222222222,1.3611111111111112,0.2777777777777778,1,1,77,Medium
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,0,417.3611111111111,6.111111111111111,1.5555555555555556,0,1,309,Very High
1,0,36,0,2980,22,485,9,3,1,1,30,2060.08,0,82.77777777777777,0.6111111111111112,13.472222222222221,0,1,516,Very High
6,0,35,0,15370,177,152,31,2,1,1,25,1383.615,0,439.14285714285717,5.057142857142857,4.3428571428571425,0,1,360,Very High
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,0,182.42857142857142,2.3142857142857145,5.371428571428571,0,0,296,Very High
0,0,35,0,760,9,2,12,2,1,2,25,43.605,0,21.714285714285715,0.2571428571428571,0.05714285714285714,0,0,23,Low
0,0,36,0,595,9,15,9,2,1,2,25,94.68,0,16.52777777777778,0.25,0.4166666666666667,0,0,33,Low
0,0,35,0,0,0,2,0,2,1,2,25,9.0,1,0.0,0.0,0.05714285714285714,0,0,2,Low
0,0,35,0,7393,122,386,44,2,1,1,25,2075.175,0,211.22857142857143,3.4857142857142858,11.028571428571428,0,0,552,Very High
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,0,324.2857142857143,4.257142857142857,0.37142857142857144,0,1,210,High
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,0,188.65714285714284,2.0,3.142857142857143,0,1,218,Very High
20,0,31,0,840,42,18,18,2,1,2,25,120.69,1,27.096774193548388,1.3548387096774193,0.5806451612903226,0,1,78,Medium
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,0,303.52941176470586,2.588235294117647,0.08823529411764706,0,1,134,High
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,1,167.73529411764707,2.735294117647059,0.8235294117647058,0,1,146,High
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,0,85.15625,0.53125,0.0625,0,0,34,Medium
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,1,87.12121212121212,1.0909090909090908,0.3333333333333333,0,1,64,Medium
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,1,63.3235294117647,1.1470588235294117,1.0588235294117647,1,1,107,Medium
0,0,34,0,0,0,2,0,3,1,2,30,8.0,1,0.0,0.0,0.058823529411764705,0,0,2,Low
0,0,34,0,1553,20,2,7,3,1,1,30,70.92,0,45.6764705882353,0.5882352941176471,0.058823529411764705,0,0,29,Low
0,0,31,0,6670,92,16,23,4,1,1,45,209.05,0,215.16129032258064,2.967741935483871,0.5161290322580645,0,0,131,Medium
0,0,34,0,513,2,11,5,4,1,2,45,40.375,1,15.088235294117647,0.058823529411764705,0.3235294117647059,0,0,18,Low
0,0,34,0,0,0,6,0,5,1,1,55,9.0,0,0.0,0.0,0.17647058823529413,0,0,6,Low
22,0,29,2,15960,233,2,81,2,1,1,25,737.685,0,550.3448275862069,8.03448275862069,0.06896551724137931,0,1,316,High
3,0,32,2,6850,111,273,34,2,2,1,25,1541.745,0,214.0625,3.46875,8.53125,0,1,418,Very High
0,0,34,0,3603,77,4,29,2,1,1,25,183.6,0,105.97058823529412,2.264705882352941,0.11764705882352941,0,0,110,Medium
0,0,33,0,1550,39,40,21,3,1,2,30,223.56,0,46.96969696969697,1.1818181818181819,1.2121212121212122,0,0,100,Medium
3,0,34,0,2665,48,177,24,2,1,1,25,918.585,0,78.38235294117646,1.411764705882353,5.205882352941177,0,1,249,Very High
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,0,48.0,1.24,7.8,0,1,238,Very High
1,0,24,0,1453,34,32,69,4,1,1,45,117.175,0,60.541666666666664,1.4166666666666667,1.3333333333333333,0,1,135,Low
8,0,25,0,585,20,12,8,2,1,2,25,81.225,0,23.4,0.8,0.48,0,1,40,Low
0,0,24,0,710,5,23,4,4,1,2,45,75.375,0,29.583333333333332,0.20833333333333334,0.9583333333333334,0,0,32,Low
7,0,23,0,1110,27,21,14,2,1,1,25,145.665,0,48.26086956521739,1.173913043478261,0.9130434782608695,0,1,62,Medium
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,0,135.2173913043478,2.4347826086956523,0.43478260869565216,0,0,90,Medium
0,0,16,0,1580,21,30,15,2,1,1,25,207.045,0,98.75,1.3125,1.875,0,0,66,Medium
13,0,15,0,6277,136,87,43,1,2,1,15,831.215,0,418.46666666666664,9.066666666666666,5.8,0,1,266,Very High
9,0,13,0,8817,166,75,41,4,1,1,45,412.075,0,678.2307692307693,12.76923076923077,5.769230769230769,0,1,282,High
5,0,14,2,2737,40,33,20,3,1,1,30,243.08,0,195.5,2.857142857142857,2.357142857142857,0,1,93,High
0,0,7,0,4275,35,217,11,3,1,1,30,1040.4,0,610.7142857142857,5.0,31.0,0,0,263,Very High
0,1,7,0,1372,14,2,8,2,1,1,25,71.37,1,196.0,2.0,0.2857142857142857,1,0,24,Low
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,0,107.63888888888889,1.7777777777777777,0.0,0,1,76,Medium
3,0,35,0,1958,53,343,19,2,1,1,25,1633.995,0,55.94285714285714,1.5142857142857142,9.8,0,1,415,Very High
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0,102.86111111111111,1.6388888888888888,0.0,0,1,89,Medium
0,0,36,0,1898,51,0,28,1,1,1,15,107.195,0,52.72222222222222,1.4166666666666667,0.0,0,0,79,Low
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,0,91.11111111111111,2.0833333333333335,0.4444444444444444,0,1,114,Medium
0,0,36,0,1865,32,269,13,3,1,1,30,1151.88,0,51.80555555555556,0.8888888888888888,7.472222222222222,0,0,314,Very High
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,0,246.28571428571428,3.257142857142857,3.657142857142857,0,1,280,Very High
0,0,36,0,13278,162,0,39,3,1,1,30,537.6,0,368.8333333333333,4.5,0.0,0,0,201,High
0,0,36,0,4020,76,0,20,3,1,1,30,163.84,0,111.66666666666667,2.111111111111111,0.0,0,0,96,Medium
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,0,150.63888888888889,2.4444444444444446,0.0,0,0,95,High
2,0,36,0,1743,47,0,12,3,1,2,30,71.6,0,48.416666666666664,1.3055555555555556,0.0,0,1,59,Low
18,0,36,2,14645,218,38,27,3,1,1,30,746.52,0,406.80555555555554,6.055555555555555,1.0555555555555556,0,1,283,High
0,0,36,0,2600,20,467,3,3,1,1,30,1972.8,0,72.22222222222223,0.5555555555555556,12.972222222222221,0,0,490,Very High
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0,428.2857142857143,5.0,3.8285714285714287,0,1,334,Very High
0,0,35,0,6005,79,170,21,3,1,1,30,923.36,0,171.57142857142858,2.257142857142857,4.857142857142857,0,0,270,Very High
0,0,35,0,380,7,0,6,2,1,2,25,17.415,0,10.857142857142858,0.2,0.0,0,0,13,Low
0,0,36,0,215,7,0,3,2,1,2,25,9.99,0,5.972222222222222,0.19444444444444445,0.0,0,0,10,Low
0,0,35,0,7013,120,368,38,2,1,1,25,1976.985,0,200.37142857142857,3.4285714285714284,10.514285714285714,0,0,526,Very High
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,0,313.42857142857144,4.2,0.0,0,0,189,High
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,0,177.8,1.9428571428571428,2.6285714285714286,0,1,192,High
16,1,31,0,460,40,0,12,2,1,2,25,22.5,1,14.838709677419354,1.2903225806451613,0.0,1,1,52,Low
14,0,34,7,9940,86,0,37,4,1,1,45,250.65,0,292.3529411764706,2.5294117647058822,0.0,0,1,123,High
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,1,156.55882352941177,2.676470588235294,0.29411764705882354,0,1,120,High
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,0,73.28125,0.46875,0.0,0,0,24,Low
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,1,75.60606060606061,1.0303030303030303,0.0,1,1,45,Low
2,0,34,0,1773,37,18,26,3,1,2,30,144.4,1,52.14705882352941,1.088235294117647,0.5294117647058824,0,1,81,Medium
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1,0.0,0.0,0.0,0,0,0,Low
0,0,34,0,1173,18,0,1,3,1,1,30,47.64,0,34.5,0.5294117647058824,0.0,0,0,19,Low
0,0,31,0,6290,90,0,17,4,1,1,45,159.5,0,202.90322580645162,2.903225806451613,0.0,0,0,107,Medium
0,0,34,0,0,0,0,0,4,1,2,45,0.0,1,0.0,0.0,0.0,0,0,0,Low
18,0,29,2,15580,231,0,75,2,1,1,25,711.495,0,537.2413793103449,7.9655172413793105,0.0,0,1,306,High
0,0,32,2,6470,109,255,28,2,2,1,25,1443.555,0,202.1875,3.40625,7.96875,0,0,392,Very High
0,0,34,0,3223,75,0,23,2,1,1,25,148.41,0,94.79411764705883,2.2058823529411766,0.0,0,0,98,Medium
0,0,33,0,1170,37,22,15,3,1,2,30,136.28,0,35.45454545454545,1.121212121212121,0.6666666666666666,0,0,74,Medium
0,0,34,0,2285,46,159,18,2,1,1,25,820.395,0,67.20588235294117,1.3529411764705883,4.676470588235294,0,0,223,Very High
0,0,25,0,820,29,177,6,2,2,1,25,834.705,0,32.8,1.16,7.08,0,0,212,Very High
0,0,24,0,1073,32,14,63,4,1,1,45,62.625,0,44.708333333333336,1.3333333333333333,0.5833333333333334,0,0,109,Low
4,0,25,0,205,18,0,2,2,1,2,25,10.035,0,8.2,0.72,0.0,0,1,20,Low
0,0,24,0,0,0,5,0,4,1,2,45,12.5,0,0.0,0.0,0.20833333333333334,0,0,5,Low
3,0,23,0,730,25,3,8,2,1,1,25,47.475,0,31.73913043478261,1.0869565217391304,0.13043478260869565,0,1,36,Low
0,0,23,0,2730,54,0,18,3,1,1,30,111.36,0,118.69565217391305,2.347826086956522,0.0,0,0,72,Low
0,0,16,0,1200,19,12,9,2,1,1,25,108.855,0,75.0,1.1875,0.75,0,0,40,Low
9,0,15,0,5897,134,69,37,1,2,1,15,711.205,0,393.1333333333333,8.933333333333334,4.6,0,1,240,High
5,0,13,0,8437,164,57,35,4,1,1,45,357.525,0,649.0,12.615384615384615,4.384615384615385,0,1,256,High
1,0,14,2,2357,38,15,14,3,1,1,30,155.8,0,168.35714285714286,2.7142857142857144,1.0714285714285714,0,1,67,Medium
0,0,7,0,3895,33,199,5,3,1,1,30,953.12,0,556.4285714285714,4.714285714285714,28.428571428571427,0,0,237,Very High
0,0,7,0,992,12,0,2,2,1,1,25,45.18,1,141.71428571428572,1.7142857142857142,0.0,0,0,14,Low
1,0,31,0,4065,59,0,14,2,1,1,25,185.58,0,131.1290322580645,1.903225806451613,0.0,0,1,73,Medium
3,0,30,0,2148,48,344,21,2,1,1,25,1646.82,0,71.6,1.6,11.466666666666667,0,1,413,Very High
3,0,31,0,3893,54,0,32,1,1,1,15,217.085,0,125.58064516129032,1.7419354838709677,0.0,0,1,86,Medium
0,0,31,0,2088,46,0,30,1,1,1,15,117.37,0,67.35483870967742,1.4838709677419355,0.0,0,0,76,Low
4,0,31,0,3470,70,17,25,2,1,1,25,235.8,0,111.93548387096774,2.2580645161290325,0.5483870967741935,0,1,112,High
0,0,31,0,2055,27,270,15,3,1,1,30,1163.28,0,66.29032258064517,0.8709677419354839,8.709677419354838,0,0,312,Very High
6,0,30,0,8810,109,129,40,3,1,1,30,872.76,0,293.6666666666667,3.6333333333333333,4.3,0,1,278,Very High
0,0,31,0,13468,157,0,41,3,1,1,30,545.0,0,434.4516129032258,5.064516129032258,0.0,0,0,198,High
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,0,135.80645161290323,2.2903225806451615,0.0,0,0,93,Medium
0,0,31,0,5613,83,0,9,2,1,1,25,256.32,0,181.06451612903226,2.6774193548387095,0.0,0,0,92,High
2,0,31,0,1933,42,0,14,3,1,2,30,79.0,0,62.354838709677416,1.3548387096774193,0.0,0,1,56,Low
18,0,31,1,14835,213,39,29,2,1,1,25,852.66,0,478.5483870967742,6.870967741935484,1.2580645161290323,0,1,281,Very High
0,0,31,0,2790,15,468,5,3,1,1,30,1984.2,0,90.0,0.4838709677419355,15.096774193548388,0,0,488,Very High
2,0,30,0,15180,170,135,27,2,1,1,25,1298.25,0,506.0,5.666666666666667,4.5,0,1,332,Very High
0,0,30,0,6195,74,171,23,3,1,1,30,934.76,0,206.5,2.466666666666667,5.7,0,0,268,Very High
0,0,30,0,570,2,0,8,2,1,2,25,25.74,0,19.0,0.06666666666666667,0.0,0,0,10,Low
0,0,31,0,405,2,0,5,2,1,2,25,18.315,0,13.064516129032258,0.06451612903225806,0.0,0,0,7,Low
0,0,30,0,7203,115,369,40,2,1,1,25,1989.81,0,240.1,3.8333333333333335,12.3,0,0,524,Very High
0,0,30,0,11160,142,0,44,3,1,1,30,452.08,0,372.0,4.733333333333333,0.0,0,0,186,High
1,0,30,0,6413,63,93,34,2,1,1,25,709.92,0,213.76666666666668,2.1,3.1,0,1,190,High
16,0,26,0,650,35,1,14,2,1,2,25,35.325,1,25.0,1.3461538461538463,0.038461538461538464,0,1,50,Low
14,0,29,6,10130,81,0,39,4,1,1,45,255.275,0,349.3103448275862,2.793103448275862,0.0,0,1,120,High
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,1,190.10344827586206,2.9655172413793105,0.3793103448275862,0,1,118,High
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,0,93.88888888888889,0.37037037037037035,0.0,0,0,21,Low
2,0,28,0,2685,29,0,13,2,1,2,25,122.13,1,95.89285714285714,1.0357142857142858,0.0,0,1,42,Medium
2,0,29,0,1963,32,19,28,3,1,2,30,155.8,1,67.6896551724138,1.103448275862069,0.6551724137931034,0,1,79,Medium
0,0,29,0,1363,13,0,3,3,1,1,30,55.04,0,47.0,0.4482758620689655,0.0,0,0,16,Low
0,0,26,0,6480,85,0,19,4,1,1,45,164.125,0,249.23076923076923,3.269230769230769,0.0,0,0,104,Medium
0,0,29,0,0,0,0,0,3,1,2,30,0.0,1,0.0,0.0,0.0,0,0,0,Low
0,0,29,0,0,0,0,0,4,1,1,45,0.0,0,0.0,0.0,0.0,0,0,0,Low
18,0,24,1,15770,226,0,77,2,1,1,25,719.82,0,657.0833333333334,9.416666666666666,0.0,0,1,303,High
0,0,27,1,6660,104,256,30,2,2,1,25,1456.38,0,246.66666666666666,3.8518518518518516,9.481481481481481,0,0,390,Very High
0,0,29,0,3413,70,0,25,2,1,1,25,156.735,0,117.6896551724138,2.413793103448276,0.0,0,0,95,Medium
0,0,28,0,1360,32,23,17,3,1,2,30,147.68,0,48.57142857142857,1.1428571428571428,0.8214285714285714,0,0,72,Medium
0,0,29,0,2475,41,160,20,2,1,1,25,833.22,0,85.34482758620689,1.4137931034482758,5.517241379310345,0,0,221,Very High
0,0,20,0,1010,24,178,8,2,2,1,25,847.53,0,50.5,1.2,8.9,0,0,210,Very High
0,0,19,0,1263,27,15,65,4,1,1,45,69.75,0,66.47368421052632,1.4210526315789473,0.7894736842105263,0,0,107,Low
4,0,20,0,395,13,0,4,2,1,2,25,18.36,0,19.75,0.65,0.0,0,1,17,Low
0,0,19,0,520,4,6,2,4,1,2,45,28.1,0,27.36842105263158,0.21052631578947367,0.3157894736842105,0,0,12,Low
3,0,18,0,920,20,4,10,1,1,1,15,73.7,0,51.111111111111114,1.1111111111111112,0.2222222222222222,0,1,34,Low
0,0,18,0,2920,49,0,20,3,1,1,30,118.76,0,162.22222222222223,2.7222222222222223,0.0,0,0,69,Medium
0,0,11,0,1390,14,13,11,2,1,1,25,121.68,0,126.36363636363636,1.2727272727272727,1.1818181818181819,0,0,38,Medium
9,0,10,0,6087,129,70,39,1,2,1,15,726.88,0,608.7,12.9,7.0,0,1,238,High
5,0,8,0,8627,159,58,37,4,1,1,45,364.65,0,1078.375,19.875,7.25,0,1,254,High
1,0,9,1,2547,33,16,16,3,1,1,30,167.2,0,283.0,3.6666666666666665,1.7777777777777777,0,1,65,Medium
0,0,3,0,4085,28,200,7,2,1,1,25,1085.085,0,1361.6666666666667,9.333333333333334,66.66666666666667,0,0,235,Very High
0,0,3,0,1182,7,0,4,2,1,1,25,53.505,1,394.0,2.3333333333333335,0.0,0,0,11,Low
5,0,41,0,4065,71,6,16,3,1,1,30,189.44,0,99.14634146341463,1.7317073170731707,0.14634146341463414,0,1,93,Medium
0,0,42,0,13,5,8,3,3,1,2,30,32.72,0,0.30952380952380953,0.11904761904761904,0.19047619047619047,0,0,16,Low
7,0,40,0,2148,60,360,23,3,1,1,30,1528.32,0,53.7,1.5,9.0,0,1,443,Very High
7,0,41,0,3893,66,2,34,1,1,1,15,228.745,0,94.95121951219512,1.6097560975609757,0.04878048780487805,0,1,102,Medium
0,0,41,0,2088,58,3,32,2,1,1,25,110.07,0,50.926829268292686,1.4146341463414633,0.07317073170731707,0,0,93,Low
8,0,41,1,3470,82,33,27,3,1,1,30,274.08,0,84.63414634146342,2.0,0.8048780487804879,0,1,142,High
1,0,41,0,2055,39,286,17,3,1,1,30,1227.76,0,50.1219512195122,0.9512195121951219,6.975609756097561,0,1,342,Very High
10,0,40,2,8810,121,145,42,3,1,1,30,937.24,0,220.25,3.025,3.625,0,1,308,Very High
4,0,41,0,13468,169,1,43,3,1,1,30,549.48,0,328.4878048780488,4.121951219512195,0.024390243902439025,0,1,213,High
4,0,41,1,4210,83,3,24,3,1,1,30,183.72,0,102.6829268292683,2.024390243902439,0.07317073170731707,0,1,110,Medium
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,0,136.90243902439025,2.317073170731707,0.1951219512195122,0,1,114,High
6,0,41,0,1933,54,9,16,3,1,2,30,115.48,0,47.146341463414636,1.3170731707317074,0.21951219512195122,0,1,79,Low
22,0,41,3,14835,225,55,31,3,1,1,30,822.4,0,361.8292682926829,5.487804878048781,1.3414634146341464,0,1,311,Very High
1,0,41,1,2790,27,484,7,3,1,1,30,2048.68,0,68.04878048780488,0.6585365853658537,11.804878048780488,0,1,518,Very High
6,0,40,0,15180,182,151,29,2,1,1,25,1370.79,0,379.5,4.55,3.775,0,1,362,Very High
